read_id	most_likely_taxon	confidence	assignment_certainty	taxon_name	kingdom
64b7ffd5-2523-4d3d-ab34-6aa653c0be2e	190721	1.0	confident	Ralstonia insidiosa	Bacteria
809cef79-c4f0-4b1e-b171-b2cba326666e	190721	1.0	confident	Ralstonia insidiosa	Bacteria
a64208ef-2b30-41cf-9f04-32d2a58d1c60	190721	1.0	confident	Ralstonia insidiosa	Bacteria
daeb9a77-28fb-45b2-85d3-a3dad974f668	190721	1.0	confident	Ralstonia insidiosa	Bacteria
767bee3e-5532-4b0a-9804-6bb1929ebaf6	190721	1.0	confident	Ralstonia insidiosa	Bacteria
74f57ec9-d8d5-416a-9299-b4acb91d41ba	190721	1.0	confident	Ralstonia insidiosa	Bacteria
645101ed-365a-4bce-b60c-28f509341c15	190721	1.0	confident	Ralstonia insidiosa	Bacteria
e37c193b-f2d8-4683-bd22-d49c90ad016f	190721	1.0	confident	Ralstonia insidiosa	Bacteria
cbe02324-efc6-4671-979a-3232873b0cc6	190721	1.0	confident	Ralstonia insidiosa	Bacteria
a815cadf-dd8f-411e-b414-4f5b376da21f	190721	1.0	confident	Ralstonia insidiosa	Bacteria
f646a8b5-629d-4821-bb84-c3510d278776	190721	1.0	confident	Ralstonia insidiosa	Bacteria
235665fa-6579-4eac-99ec-bb0396ca3b0f	190721	1.0	confident	Ralstonia insidiosa	Bacteria
363aa601-92d1-424d-b868-cd2ec6514ad8	190721	1.0	confident	Ralstonia insidiosa	Bacteria
ea406d7a-c3e1-44be-8655-5bbc892d0b1b	190721	1.0	confident	Ralstonia insidiosa	Bacteria
548d4339-4930-46fb-ac12-b8da367f6e27	190721	1.0	confident	Ralstonia insidiosa	Bacteria
c91533d9-7951-4bf7-8d68-b678416901bf	190721	1.0	confident	Ralstonia insidiosa	Bacteria
b51e7018-0d03-4625-839e-f6d9cdc8c0d2	190721	1.0	confident	Ralstonia insidiosa	Bacteria
2b4ef11d-ee70-492d-8f41-dfbf6102f985	190721	1.0	confident	Ralstonia insidiosa	Bacteria
c1e31e99-765a-44f4-b9a9-5e0a33edc91c	190721	1.0	confident	Ralstonia insidiosa	Bacteria
cc9c1c28-9680-47ab-85f6-2d7dbb925380	190721	1.0	confident	Ralstonia insidiosa	Bacteria
50746b97-fb36-457a-8008-2a88300f5108	190721	1.0	confident	Ralstonia insidiosa	Bacteria
010c3e67-b438-4170-b6ab-51871e4f97aa	190721	1.0	confident	Ralstonia insidiosa	Bacteria
c51d3d18-5c33-4966-ae0d-3ba2f3e7b6f9	190721	1.0	confident	Ralstonia insidiosa	Bacteria
5b5028d2-95d5-4826-a536-7307b175608b	190721	1.0	confident	Ralstonia insidiosa	Bacteria
9f988be0-f1e7-4c0d-86e1-faa9460a137a	190721	1.0	confident	Ralstonia insidiosa	Bacteria
cc60e404-4954-4fc5-9e7e-9625afaac3ca	190721	1.0	confident	Ralstonia insidiosa	Bacteria
af58e65c-c4f2-404c-8a7f-3a367466c731	190721	1.0	confident	Ralstonia insidiosa	Bacteria
10b7482c-a5a8-4823-a140-03479de47e53	190721	1.0	confident	Ralstonia insidiosa	Bacteria
57a6ae0a-4980-4369-8dc5-cea28848f325	190721	1.0	confident	Ralstonia insidiosa	Bacteria
1d212415-89d6-44b3-a366-219b9cfd9aa7	190721	1.0	confident	Ralstonia insidiosa	Bacteria
a655d717-a183-4375-b667-104f6f2c9933	190721	1.0	confident	Ralstonia insidiosa	Bacteria
b7e3ff6f-8123-40cd-8eb9-945f3e6e469e	190721	1.0	confident	Ralstonia insidiosa	Bacteria
83cfcfc7-d83e-49f1-9c02-3137be4a32b4	190721	1.0	confident	Ralstonia insidiosa	Bacteria
746a3982-f110-4538-aac6-850c668e0a50	190721	1.0	confident	Ralstonia insidiosa	Bacteria
9f53ab56-7aea-4765-b3db-312843b9be18	190721	1.0	confident	Ralstonia insidiosa	Bacteria
19056e93-b76d-421c-8f6c-52531cf5bfd7	190721	1.0	confident	Ralstonia insidiosa	Bacteria
2796053f-8f7b-4fd0-95d3-499b1f3fc06d	190721	1.0	confident	Ralstonia insidiosa	Bacteria
9b9dbcbb-6100-4353-bd4b-551a8c093a0c	190721	1.0	confident	Ralstonia insidiosa	Bacteria
c26792c0-a3cf-42f4-8657-6f8e8f80fa23	190721	1.0	confident	Ralstonia insidiosa	Bacteria
98ad9e19-c3d4-4f13-a06c-cb4b7d9431bb	190721	1.0	confident	Ralstonia insidiosa	Bacteria
9aee39e3-f3fa-4643-a378-b35d8b66dd8e	190721	1.0	confident	Ralstonia insidiosa	Bacteria
ff8f46fb-9d17-4f72-ace9-eb53e6ce5fc6	190721	1.0	confident	Ralstonia insidiosa	Bacteria
83720389-0b5b-41df-ad2f-37c1375c4cef	190721	1.0	confident	Ralstonia insidiosa	Bacteria
7aa6556a-d92e-4a5f-bd86-360d65504415	190721	1.0	confident	Ralstonia insidiosa	Bacteria
b302bc02-69c9-427c-a0c1-7b7133ea8334	190721	1.0	confident	Ralstonia insidiosa	Bacteria
b881e481-46a1-4d45-9b1d-d731a42e7d67	190721	1.0	confident	Ralstonia insidiosa	Bacteria
5204cd33-16c4-453b-9d6a-eec2d2319807	190721	1.0	confident	Ralstonia insidiosa	Bacteria
36afed5a-14be-431c-8871-3978905d959e	190721	1.0	confident	Ralstonia insidiosa	Bacteria
0fd85279-c726-4ed5-8c7a-21b28a801056	190721	1.0	confident	Ralstonia insidiosa	Bacteria
134e21dc-2467-443f-9dff-bd062b6cbf54	190721	1.0	confident	Ralstonia insidiosa	Bacteria
b64eb7c5-c733-4a11-a4e6-2d8fef36e4f7	190721	1.0	confident	Ralstonia insidiosa	Bacteria
104ed9a9-a0aa-4126-98d7-11e9daf11b7e	190721	1.0	confident	Ralstonia insidiosa	Bacteria
435693db-22f5-4e60-8cde-f6bbf18f8465	190721	1.0	confident	Ralstonia insidiosa	Bacteria
31726121-5d62-4c4c-b559-5ed52d6df320	190721	1.0	confident	Ralstonia insidiosa	Bacteria
3ff481b5-d4af-4a9b-b29e-5b585d8367c3	190721	1.0	confident	Ralstonia insidiosa	Bacteria
38c0c14a-6e47-436f-850f-9dde67336015	190721	1.0	confident	Ralstonia insidiosa	Bacteria
9b956802-391d-4ee3-ad9b-6e4a16f799f1	190721	1.0	confident	Ralstonia insidiosa	Bacteria
bedfdd85-9549-456c-93a6-f13c5d18c260	190721	1.0	confident	Ralstonia insidiosa	Bacteria
93ba03a7-a5b6-408f-8aa6-9b9d882b749c	190721	1.0	confident	Ralstonia insidiosa	Bacteria
8cf82b2b-28a8-4064-8e52-83235b3caa8a	190721	1.0	confident	Ralstonia insidiosa	Bacteria
8245f6de-00a4-4660-ba85-61f9a4cbc9e4	190721	1.0	confident	Ralstonia insidiosa	Bacteria
04bc9bcd-ab15-410b-8843-60024c6e9595	190721	1.0	confident	Ralstonia insidiosa	Bacteria
7965ce14-0bb0-4ffe-914c-fa861dbbc1d7	190721	1.0	confident	Ralstonia insidiosa	Bacteria
2e3dfbd5-93c2-440c-8547-8417a44952a9	190721	1.0	confident	Ralstonia insidiosa	Bacteria
714296fc-30e8-477c-a031-dd6a48c0ced5	190721	1.0	confident	Ralstonia insidiosa	Bacteria
184f2c4d-7a58-4a7e-aa9c-8a6ffac61d66	190721	1.0	confident	Ralstonia insidiosa	Bacteria
becf3066-d612-41e2-b1e1-e345b9a4cf5d	190721	1.0	confident	Ralstonia insidiosa	Bacteria
a2b06ec1-4e3a-4d48-983b-5a38db1cddbd	190721	1.0	confident	Ralstonia insidiosa	Bacteria
9f362758-5a56-42f8-b4bc-079968e1f2b5	190721	1.0	confident	Ralstonia insidiosa	Bacteria
783e5c2a-82fc-4620-8ddf-c7eafe51a407	190721	1.0	confident	Ralstonia insidiosa	Bacteria
52594898-652e-4c8c-8b8b-5c74d0eaa4cd	190721	1.0	confident	Ralstonia insidiosa	Bacteria
2ae17eb0-541e-4195-8be2-dd58431f4e3a	190721	1.0	confident	Ralstonia insidiosa	Bacteria
43377109-258d-4d48-bc2b-c9f939fe7064	190721	1.0	confident	Ralstonia insidiosa	Bacteria
32dec4f7-5604-4240-81a6-adb6b2862590	190721	1.0	confident	Ralstonia insidiosa	Bacteria
e991a902-bf0c-4800-b19b-6553b29e0900	190721	1.0	confident	Ralstonia insidiosa	Bacteria
fdae594c-7267-4ed2-8831-4156019f0fe0	190721	1.0	confident	Ralstonia insidiosa	Bacteria
